[ 2012-04-17T00:00:36+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | NOTIC: [8] Undefined index:  stauts bffe8e837ec1318f1ff470142fe54840.php 第 105 行.
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ParseTemplate Behavior [ RunTime:0.019793s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.019876s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ContentReplace Behavior [ RunTime:0.001489s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Run TokenBuild Behavior [ RunTime:0.001434s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001160s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001341s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.005620s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003066s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003184s ]
[ 2012-04-17T00:04:30+08:00 ] /admin.php/js/jquery-1.4.1.js | ERR: (ThinkException) 无法加载模块js
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run CheckRoute Behavior [ RunTime:0.001017s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001143s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000667s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000560s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001344s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.003351s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | SQL: SELECT * FROM `qilihai_introduction`  [ RunTime:0.001135s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run LocationTemplate Behavior [ RunTime:0.000960s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.001033s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | NOTIC: [8] Undefined index:  stauts bffe8e837ec1318f1ff470142fe54840.php 第 105 行.
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001381s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.001442s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ContentReplace Behavior [ RunTime:0.000574s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run TokenBuild Behavior [ RunTime:0.000506s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000362s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000579s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.002195s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.002254s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002343s ]
[ 2012-04-17T00:04:31+08:00 ] /admin.php/js/jquery-1.4.1.js | ERR: (ThinkException) 无法加载模块js
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | ERR: (ThinkException) 非法操作operate
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Run CheckRoute Behavior [ RunTime:0.001093s ]
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001225s ]
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000747s ]
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000586s ]
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001456s ]
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 72 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 73 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 78 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 78 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  file ThinkException.class.php 第 78 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  line ThinkException.class.php 第 78 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Array to string conversion ThinkException.class.php 第 80 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  class ThinkException.class.php 第 79 行.
[ 2012-04-17T00:04:36+08:00 ] /admin.php/Introduction/operate/status/id/1 | NOTIC: [8] Undefined index:  type ThinkException.class.php 第 79 行.
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run CheckRoute Behavior [ RunTime:0.002047s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.002262s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001250s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000550s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001939s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | SQL: SHOW COLUMNS FROM `qilihai_introduction` [ RunTime:0.004114s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | SQL: SELECT * FROM `qilihai_introduction`  [ RunTime:0.001496s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run LocationTemplate Behavior [ RunTime:0.000958s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.001043s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | NOTIC: [8] Undefined index:  stauts bffe8e837ec1318f1ff470142fe54840.php 第 105 行.
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ParseTemplate Behavior [ RunTime:0.001990s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.002101s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ContentReplace Behavior [ RunTime:0.000817s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run TokenBuild Behavior [ RunTime:0.000591s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000514s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000838s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.003038s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 120 行.
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 121 行.
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | NOTIC: [2] Cannot modify header information - headers already sent by (output started at E:\AppServ\ThinkPHP\Common\functions.php:95) View.class.php 第 122 行.
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.002584s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/Introduction/introList | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002700s ]
[ 2012-04-17T00:04:39+08:00 ] /admin.php/js/jquery-1.4.1.js | ERR: (ThinkException) 无法加载模块js
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.004441s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run CheckTemplate Behavior [ RunTime:0.003663s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.008549s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run LocationTemplate Behavior [ RunTime:0.002635s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.002733s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run ParseTemplate Behavior [ RunTime:0.016270s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.016400s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run ContentReplace Behavior [ RunTime:0.001468s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run TokenBuild Behavior [ RunTime:0.001640s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.001162s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run ShowRuntime Behavior [ RunTime:0.001456s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.005905s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.003591s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.003664s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Run CheckRoute Behavior [ RunTime:0.001754s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001880s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000637s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000470s ]
[ 2012-04-17T08:23:32+08:00 ] /admin.php/Index/verify/ | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001212s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run CheckRoute Behavior [ RunTime:0.001569s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001772s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.000766s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run CheckTemplate Behavior [ RunTime:0.000525s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.001422s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | SQL: SHOW COLUMNS FROM `qilihai_admin` [ RunTime:0.004032s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | SQL: SELECT * FROM `qilihai_admin` WHERE ( `username` = 'gg' ) AND ( `password` = '73c18c59a39b18382081ec00bb456d43' ) LIMIT 1   [ RunTime:0.000936s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | SQL: UPDATE `qilihai_admin` SET `last_login_time`=1334622222 WHERE ( `username` = 'gg' ) AND ( `password` = '73c18c59a39b18382081ec00bb456d43' ) [ RunTime:0.018732s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run LocationTemplate Behavior [ RunTime:0.001925s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_template ] --END-- [ RunTime:0.002008s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_parse ] --START--
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | NOTIC: [8] Undefined variable: title fdb8b4c06fba2ac11ecc127c153c19ce.php 第 81 行.
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ParseTemplate Behavior [ RunTime:0.013974s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_parse ] --END-- [ RunTime:0.014050s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_filter ] --START--
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ContentReplace Behavior [ RunTime:0.000547s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run TokenBuild Behavior [ RunTime:0.000567s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run WriteHtmlCache Behavior [ RunTime:0.000345s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ShowRuntime Behavior [ RunTime:0.000605s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_filter ] --END-- [ RunTime:0.002259s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_end ] --START--
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ShowPageTrace Behavior [ RunTime:0.001993s ]
[ 2012-04-17T08:23:42+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_end ] --END-- [ RunTime:0.002073s ]
[ 2012-04-17T08:23:43+08:00 ] /admin.php/js/jquery-1.4.1.js | ERR: (ThinkException) 无法加载模块js
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ route_check ] --START--
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run CheckRoute Behavior [ RunTime:0.001820s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ route_check ] --END-- [ RunTime:0.001942s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ app_begin ] --START--
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run ReadHtmlCache Behavior [ RunTime:0.001406s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run CheckTemplate Behavior [ RunTime:0.001296s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ app_begin ] --END-- [ RunTime:0.002802s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | SQL: SHOW COLUMNS FROM `qilihai_admin` [ RunTime:0.002955s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | SQL: SELECT * FROM `qilihai_admin` WHERE ( `username` = 'gg' ) AND ( `password` = '73c18c59a39b18382081ec00bb456d43' ) LIMIT 1   [ RunTime:0.001132s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | SQL: UPDATE `qilihai_admin` SET `last_login_time`=1334622667 WHERE ( `username` = 'gg' ) AND ( `password` = '73c18c59a39b18382081ec00bb456d43' ) [ RunTime:0.000289s ]
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Tag[ view_template ] --START--
[ 2012-04-17T08:31:07+08:00 ] /admin.php/Home/login.shtml | DEBUG: Run LocationTemplate Behavior [ RunTime:0.002592s ]
